file_id,emotion,raw_text,normalized_text,speaker_id,gender,age
IC0_happiness_84.wav,happy,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,        IC0,female,28
SM0_happiness_7.wav,happy,Życie jest pełne niespodzianek.,życie jest pełne niespodzianek,        SM0,male,24
SM0_neutral_9.wav,neutral,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        SM0,male,24
WR0_anger_40.wav,angry,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        WR0,male,23
TP0_sadness_7.wav,sad,Życie jest pełne niespodzianek.,życie jest pełne niespodzianek,        TP0,male,26
MK0_neutral_68.wav,neutral,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        MK0,female,23
WR0_anger_54.wav,angry,W grudniu często pada śnieg.,w grudniu często pada śnieg,        WR0,male,23
MK0_neutral_69.wav,neutral,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        MK0,female,23
WR0_anger_55.wav,angry,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        WR0,male,23
WR0_anger_41.wav,angry,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        WR0,male,23
SM0_neutral_8.wav,neutral,Moja ciocia jest bardzo pomocna.,moja ciocia jest bardzo pomocna,        SM0,male,24
SM0_happiness_6.wav,happy,"Dziunia, nie jesteś moim szefem.",dziunia nie jesteś moim szefem,        SM0,male,24
TP0_sadness_6.wav,sad,"Dziunia, nie jesteś moim szefem.",dziunia nie jesteś moim szefem,        TP0,male,26
MK0_neutral_55.wav,neutral,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        MK0,female,23
IC0_neutral_57.wav,neutral,Jedz inaczej aby polepszyć swoje zdrowie.,jedz inaczej aby polepszyć swoje zdrowie,        IC0,female,28
IC0_happiness_85.wav,happy,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.",w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,        IC0,female,28
WR0_anger_69.wav,angry,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        WR0,male,23
KS0_anger_56.wav,angry,Moje dziecko umie już mówić kilka słów.,moje dziecko umie już mówić kilka słów,        KS0,male,23
KS0_anger_42.wav,angry,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",przyjaciel to ktoś kto zawsze jest po mojej stronie,        KS0,male,23
IC0_neutral_43.wav,neutral,Niania odegrała w moim życiu ważną rolę.,niania odegrała w moim życiu ważną rolę,        IC0,female,28
TP0_sadness_12.wav,sad,Mój teść zawsze służy radą.,mój teść zawsze służy radą,        TP0,male,26
MK0_neutral_41.wav,neutral,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        MK0,female,23
TP0_anger_28.wav,angry,Podczas medytacji można wejść w trans.,podczas medytacji można wejść w trans,        TP0,male,26
EB0_sadness_71.wav,sad,Baza wojskowa jest strategicznym punktem dla armii.,baza wojskowa jest strategicznym punktem dla armii,        EB0,female,27
KD0_happiness_38.wav,happy,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        KD0,female,28
EB0_sadness_65.wav,sad,Podczas remontu odkryliśmy starodawny mur.,podczas remontu odkryliśmy starodawny mur,        EB0,female,27
WR0_anger_82.wav,angry,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        WR0,male,23
MP0_neutral_27.wav,neutral,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        MP0,male,24
TP0_anger_14.wav,angry,Ten miesiąc minął bardzo szybko.,ten miesiąc minął bardzo szybko,        TP0,male,26
KD0_happiness_10.wav,happy,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        KD0,female,28
IC0_happiness_46.wav,happy,„Żołwica” to dawne określenie na siostrę męża.,żołwica to dawne określenie na siostrę męża,        IC0,female,28
IC0_happiness_52.wav,happy,Na złamaną kończynę często zakłada się gips.,na złamaną kończynę często zakłada się gips,        IC0,female,28
EB0_sadness_59.wav,sad,Kupiłem nowy słownik języka hiszpańskiego.,kupiłem nowy słownik języka hiszpańskiego,        EB0,female,27
KS0_anger_81.wav,angry,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,w lipcu wyjeżdżam z rodziną na wakacje nad morze,        KS0,male,23
MK0_neutral_82.wav,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        MK0,female,23
MP0_neutral_33.wav,neutral,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        MP0,male,24
IC0_neutral_80.wav,neutral,Do dzisiejszego obiadu potrzebuje małego garnczka.,do dzisiejszego obiadu potrzebuje małego garnczka,        IC0,female,28
SM0_sadness_33.wav,sad,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        SM0,male,24
MK0_happiness_34.wav,happy,Pan Janek jest naszym nowym sąsiadem.,pan janek jest naszym nowym sąsiadem,        MK0,female,23
KD0_neutral_13.wav,neutral,Interesuje mnie historia Polski.,interesuje mnie historia polski,        KD0,female,28
KD0_sadness_5.wav,sad,Przestań go judzić.,przestań go judzić,        KD0,female,28
KS0_sadness_83.wav,sad,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,ten źrebak jest wychowany zgodnie z najlepszymi standardami,        KS0,male,23
SM0_happiness_16.wav,happy,"Racja, ten pomysł jest najlepszy.",racja ten pomysł jest najlepszy,        SM0,male,24
SM0_anger_79.wav,angry,Mleko jest źródłem wapnia i innych składników odżywczych.,mleko jest źródłem wapnia i innych składników odżywczych,        SM0,male,24
MK0_happiness_20.wav,happy,Zima to czas jeżdżenia na sankach.,zima to czas jeżdżenia na sankach,        MK0,female,23
SM0_sadness_27.wav,sad,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        SM0,male,24
MK0_anger_18.wav,angry,Kwiecień to czwarty miesiąc w roku.,kwiecień to czwarty miesiąc w roku,        MK0,female,23
TP0_happiness_26.wav,happy,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        TP0,male,26
MK0_anger_30.wav,angry,Każdy taniec ma swój własny rytm.,każdy taniec ma swój własny rytm,        MK0,female,23
WR0_neutral_89.wav,neutral,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,        WR0,male,23
SM0_anger_51.wav,angry,Strzelec to znak zodiaku następujący po Skorpionie.,strzelec to znak zodiaku następujący po skorpionie,        SM0,male,24
SM0_anger_45.wav,angry,Postanowiłem wynająć samochód na wakacje.,postanowiłem wynająć samochód na wakacje,        SM0,male,24
MK0_anger_24.wav,angry,"Miasto tętni życiem, nawet w nocy.",miasto tętni życiem nawet w nocy,        MK0,female,23
TP0_happiness_32.wav,happy,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        TP0,male,26
WR0_neutral_76.wav,neutral,Woda jest podstawowym składnikiem życia na Ziemi.,woda jest podstawowym składnikiem życia na ziemi,        WR0,male,23
KS0_sadness_54.wav,sad,W grudniu często pada śnieg.,w grudniu często pada śnieg,        KS0,male,23
WR0_neutral_62.wav,neutral,Twoje słowo ma dla mnie wielkie znaczenie.,twoje słowo ma dla mnie wielkie znaczenie,        WR0,male,23
KS0_sadness_40.wav,sad,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        KS0,male,23
KS0_sadness_68.wav,sad,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        KS0,male,23
SM0_anger_86.wav,angry,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,        SM0,male,24
KD0_sadness_75.wav,sad,Moja teściowa czasem przyjeżdża do nas w weekend.,moja teściowa czasem przyjeżdża do nas w weekend,        KD0,female,28
SM0_neutral_55.wav,neutral,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        SM0,male,24
EB0_anger_84.wav,angry,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,        EB0,female,27
IC0_anger_15.wav,angry,Sporadycznie chodzę na siłownię.,sporadycznie chodzę na siłownię,        IC0,female,28
EB0_anger_90.wav,angry,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,        EB0,female,27
MP0_anger_68.wav,angry,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        MP0,male,24
SM0_neutral_41.wav,neutral,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        SM0,male,24
KD0_sadness_61.wav,sad,Zupa pomidorowa to moje ulubione danie.,zupa pomidorowa to moje ulubione danie,        KD0,female,28
MP0_anger_40.wav,angry,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        MP0,male,24
KD0_anger_77.wav,angry,Marzec kojarzy się z wiosennymi promieniami słońca.,marzec kojarzy się z wiosennymi promieniami słońca,        KD0,female,28
SM0_neutral_69.wav,neutral,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        SM0,male,24
KD0_sadness_49.wav,sad,"Niektórzy powiedzą, że to państwo z kartonu.",niektórzy powiedzą że to państwo z kartonu,        KD0,female,28
KS0_anger_5.wav,angry,Przestań go judzić.,przestań go judzić,        KS0,male,23
IC0_anger_29.wav,angry,W październiku zaczyna się jesień.,w październiku zaczyna się jesień,        IC0,female,28
MP0_anger_54.wav,angry,W grudniu często pada śnieg.,w grudniu często pada śnieg,        MP0,male,24
KD0_anger_63.wav,angry,Moja wizja na przyszłość jest jasna i wyraźna.,moja wizja na przyszłość jest jasna i wyraźna,        KD0,female,28
KD0_anger_88.wav,angry,Jabłko jest bogatym źródłem witamin i składników odżywczych.,jabłko jest bogatym źródłem witamin i składników odżywczych,        KD0,female,28
EB0_anger_47.wav,angry,Król był bardzo sprawiedliwym człowiekiem.,król był bardzo sprawiedliwym człowiekiem,        EB0,female,27
KS0_neutral_32.wav,neutral,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        KS0,male,23
WR0_sadness_10.wav,sad,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        WR0,male,23
EB0_anger_53.wav,angry,"Kitel to strój, który noszą lekarze.",kitel to strój który noszą lekarze,        EB0,female,27
KS0_neutral_26.wav,neutral,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        KS0,male,23
SM0_neutral_82.wav,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        SM0,male,24
EB0_happiness_66.wav,happy,Rtęć jest jednym z pierwiastków chemicznych.,rtęć jest jednym z pierwiastków chemicznych,        EB0,female,27
WR0_sadness_38.wav,sad,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        WR0,male,23
EB0_happiness_72.wav,happy,Bastion był kiedyś ważnym elementem obrony miasta.,bastion był kiedyś ważnym elementem obrony miasta,        EB0,female,27
TP0_neutral_5.wav,neutral,Przestań go judzić.,przestań go judzić,        TP0,male,26
WR0_happiness_69.wav,happy,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        WR0,male,23
TP0_neutral_48.wav,neutral,Moja dziewczyna świętuje urodziny w sobotę.,moja dziewczyna świętuje urodziny w sobotę,        TP0,male,26
IC0_sadness_19.wav,sad,W wolnym czasie lubię czytać książki.,w wolnym czasie lubię czytać książki,        IC0,female,28
WR0_happiness_55.wav,happy,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        WR0,male,23
TP0_neutral_60.wav,neutral,Podczas wakacji udało mi się zobaczyć delfiny.,podczas wakacji udało mi się zobaczyć delfiny,        TP0,male,26
IC0_sadness_31.wav,sad,Dokarmcie koty wychodząc z domu.,dokarmcie koty wychodząc z domu,        IC0,female,28
MK0_sadness_33.wav,sad,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        MK0,female,23
KS0_happiness_35.wav,happy,"Aby upiec ciasto, muszę kupić mączkę.",aby upiec ciasto muszę kupić mączkę,        KS0,male,23
KS0_happiness_21.wav,happy,Egipcjanie uważali ibisy za święte.,egipcjanie uważali ibisy za święte,        KS0,male,23
MK0_sadness_27.wav,sad,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        MK0,female,23
WR0_happiness_41.wav,happy,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        WR0,male,23
TP0_neutral_74.wav,neutral,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.",ta liczba wydaje się być błędna sprawdź jeszcze raz,        TP0,male,26
IC0_sadness_25.wav,sad,Gorzka czekolada jest idealna na deser.,gorzka czekolada jest idealna na deser,        IC0,female,28
EB0_neutral_17.wav,neutral,Chcę przeczytać ten artykuł jeszcze raz.,chcę przeczytać ten artykuł jeszcze raz,        EB0,female,27
MP0_sadness_69.wav,sad,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        MP0,male,24
KD0_neutral_6.wav,neutral,"Dziunia, nie jesteś moim szefem.",dziunia nie jesteś moim szefem,        KD0,female,28
WR0_happiness_82.wav,happy,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        WR0,male,23
EB0_neutral_64.wav,neutral,Ucho wykrywa dźwięki o różnej częstotliwości.,ucho wykrywa dźwięki o różnej częstotliwości,        EB0,female,27
EB0_neutral_70.wav,neutral,Człowiek zaczyna umierać już w momencie narodzin.,człowiek zaczyna umierać już w momencie narodzin,        EB0,female,27
KS0_happiness_85.wav,happy,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.",w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,        KS0,male,23
EB0_neutral_58.wav,neutral,Otrzymałem piękną pocztówkę z widokiem na góry.,otrzymałem piękną pocztówkę z widokiem na góry,        EB0,female,27
IC0_sadness_81.wav,sad,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,w lipcu wyjeżdżam z rodziną na wakacje nad morze,        IC0,female,28
MK0_sadness_83.wav,sad,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,ten źrebak jest wychowany zgodnie z najlepszymi standardami,        MK0,female,23
MK0_sadness_68.wav,sad,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        MK0,female,23
KS0_happiness_46.wav,happy,„Żołwica” to dawne określenie na siostrę męża.,żołwica to dawne określenie na siostrę męża,        KS0,male,23
MK0_sadness_40.wav,sad,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        MK0,female,23
WR0_happiness_26.wav,happy,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        WR0,male,23
TP0_neutral_13.wav,neutral,Interesuje mnie historia Polski.,interesuje mnie historia polski,        TP0,male,26
IC0_sadness_42.wav,sad,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",przyjaciel to ktoś kto zawsze jest po mojej stronie,        IC0,female,28
WR0_happiness_32.wav,happy,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        WR0,male,23
IC0_sadness_56.wav,sad,Moje dziecko umie już mówić kilka słów.,moje dziecko umie już mówić kilka słów,        IC0,female,28
MK0_sadness_54.wav,sad,W grudniu często pada śnieg.,w grudniu często pada śnieg,        MK0,female,23
KS0_happiness_52.wav,happy,Na złamaną kończynę często zakłada się gips.,na złamaną kończynę często zakłada się gips,        KS0,male,23
EB0_anger_34.wav,angry,Pan Janek jest naszym nowym sąsiadem.,pan janek jest naszym nowym sąsiadem,        EB0,female,27
KS0_neutral_41.wav,neutral,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        KS0,male,23
WR0_sadness_63.wav,sad,Moja wizja na przyszłość jest jasna i wyraźna.,moja wizja na przyszłość jest jasna i wyraźna,        WR0,male,23
EB0_happiness_29.wav,happy,W październiku zaczyna się jesień.,w październiku zaczyna się jesień,        EB0,female,27
MK0_sadness_1.wav,sad,Lubię czytać przed snem.,lubię czytać przed snem,        MK0,female,23
EB0_anger_20.wav,angry,Zima to czas jeżdżenia na sankach.,zima to czas jeżdżenia na sankach,        EB0,female,27
KS0_neutral_55.wav,neutral,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        KS0,male,23
WR0_sadness_77.wav,sad,Marzec kojarzy się z wiosennymi promieniami słońca.,marzec kojarzy się z wiosennymi promieniami słońca,        WR0,male,23
EB0_happiness_15.wav,happy,Sporadycznie chodzę na siłownię.,sporadycznie chodzę na siłownię,        EB0,female,27
EB0_sadness_2.wav,sad,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        EB0,female,27
KS0_neutral_69.wav,neutral,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        KS0,male,23
IC0_anger_66.wav,angry,Rtęć jest jednym z pierwiastków chemicznych.,rtęć jest jednym z pierwiastków chemicznych,        IC0,female,28
KS0_neutral_82.wav,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        KS0,male,23
SM0_neutral_26.wav,neutral,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        SM0,male,24
KD0_anger_38.wav,angry,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        KD0,female,28
KD0_sadness_12.wav,sad,Mój teść zawsze służy radą.,mój teść zawsze służy radą,        KD0,female,28
SM0_neutral_32.wav,neutral,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        SM0,male,24
IC0_anger_72.wav,angry,Bastion był kiedyś ważnym elementem obrony miasta.,bastion był kiedyś ważnym elementem obrony miasta,        IC0,female,28
MP0_anger_27.wav,angry,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        MP0,male,24
KD0_anger_10.wav,angry,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        KD0,female,28
WR0_sadness_88.wav,sad,Jabłko jest bogatym źródłem witamin i składników odżywczych.,jabłko jest bogatym źródłem witamin i składników odżywczych,        WR0,male,23
KS0_sadness_27.wav,sad,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        KS0,male,23
SM0_anger_7.wav,angry,Życie jest pełne niespodzianek.,życie jest pełne niespodzianek,        SM0,male,24
SM0_sadness_83.wav,sad,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,ten źrebak jest wychowany zgodnie z najlepszymi standardami,        SM0,male,24
MK0_happiness_84.wav,happy,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,        MK0,female,23
MK0_happiness_90.wav,happy,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,        MK0,female,23
KS0_sadness_33.wav,sad,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        KS0,male,23
WR0_neutral_39.wav,neutral,Sziwa oznacza żałobę po zmarłym.,sziwa oznacza żałobę po zmarłym,        WR0,male,23
MK0_anger_80.wav,angry,Do dzisiejszego obiadu potrzebuje małego garnczka.,do dzisiejszego obiadu potrzebuje małego garnczka,        MK0,female,23
TP0_happiness_82.wav,happy,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        TP0,male,26
SM0_happiness_71.wav,happy,Baza wojskowa jest strategicznym punktem dla armii.,baza wojskowa jest strategicznym punktem dla armii,        SM0,male,24
TP0_happiness_69.wav,happy,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        TP0,male,26
KD0_neutral_60.wav,neutral,Podczas wakacji udało mi się zobaczyć delfiny.,podczas wakacji udało mi się zobaczyć delfiny,        KD0,female,28
MK0_happiness_47.wav,happy,Król był bardzo sprawiedliwym człowiekiem.,król był bardzo sprawiedliwym człowiekiem,        MK0,female,23
SM0_sadness_40.wav,sad,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        SM0,male,24
SM0_sadness_54.wav,sad,W grudniu często pada śnieg.,w grudniu często pada śnieg,        SM0,male,24
MK0_happiness_53.wav,happy,"Kitel to strój, który noszą lekarze.",kitel to strój który noszą lekarze,        MK0,female,23
KD0_neutral_74.wav,neutral,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.",ta liczba wydaje się być błędna sprawdź jeszcze raz,        KD0,female,28
SM0_happiness_65.wav,happy,Podczas remontu odkryliśmy starodawny mur.,podczas remontu odkryliśmy starodawny mur,        SM0,male,24
SM0_anger_22.wav,angry,Piesek wszedł do rzeki żeby popływać.,piesek wszedł do rzeki żeby popływać,        SM0,male,24
MK0_anger_43.wav,angry,Niania odegrała w moim życiu ważną rolę.,niania odegrała w moim życiu ważną rolę,        MK0,female,23
TP0_happiness_55.wav,happy,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        TP0,male,26
TP0_happiness_41.wav,happy,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        TP0,male,26
KD0_neutral_48.wav,neutral,Moja dziewczyna świętuje urodziny w sobotę.,moja dziewczyna świętuje urodziny w sobotę,        KD0,female,28
MK0_anger_57.wav,angry,Jedz inaczej aby polepszyć swoje zdrowie.,jedz inaczej aby polepszyć swoje zdrowie,        MK0,female,23
SM0_sadness_68.wav,sad,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        SM0,male,24
SM0_anger_36.wav,angry,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        SM0,male,24
SM0_happiness_59.wav,happy,Kupiłem nowy słownik języka hiszpańskiego.,kupiłem nowy słownik języka hiszpańskiego,        SM0,male,24
MP0_neutral_68.wav,neutral,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        MP0,male,24
EB0_sadness_16.wav,sad,"Racja, ten pomysł jest najlepszy.",racja ten pomysł jest najlepszy,        EB0,female,27
IC0_happiness_35.wav,happy,"Aby upiec ciasto, muszę kupić mączkę.",aby upiec ciasto muszę kupić mączkę,        IC0,female,28
KD0_happiness_63.wav,happy,Moja wizja na przyszłość jest jasna i wyraźna.,moja wizja na przyszłość jest jasna i wyraźna,        KD0,female,28
KD0_anger_9.wav,angry,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        KD0,female,28
TP0_anger_67.wav,angry,Miłość jest jednym z najpiękniejszych uczuć.,miłość jest jednym z najpiękniejszych uczuć,        TP0,male,26
WR0_anger_5.wav,angry,Przestań go judzić.,przestań go judzić,        WR0,male,23
MP0_neutral_54.wav,neutral,W grudniu często pada śnieg.,w grudniu często pada śnieg,        MP0,male,24
MP0_neutral_40.wav,neutral,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        MP0,male,24
TP0_anger_73.wav,angry,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.,zawsze stawiam przed rzeczownikami właściwy rodzajnik,        TP0,male,26
IC0_anger_2.wav,angry,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        IC0,female,28
KD0_happiness_77.wav,happy,Marzec kojarzy się z wiosennymi promieniami słońca.,marzec kojarzy się z wiosennymi promieniami słońca,        KD0,female,28
IC0_happiness_21.wav,happy,Egipcjanie uważali ibisy za święte.,egipcjanie uważali ibisy za święte,        IC0,female,28
WR0_anger_26.wav,angry,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        WR0,male,23
KS0_anger_19.wav,angry,W wolnym czasie lubię czytać książki.,w wolnym czasie lubię czytać książki,        KS0,male,23
IC0_neutral_18.wav,neutral,Kwiecień to czwarty miesiąc w roku.,kwiecień to czwarty miesiąc w roku,        IC0,female,28
TP0_sadness_49.wav,sad,"Niektórzy powiedzą, że to państwo z kartonu.",niektórzy powiedzą że to państwo z kartonu,        TP0,male,26
KD0_happiness_88.wav,happy,Jabłko jest bogatym źródłem witamin i składników odżywczych.,jabłko jest bogatym źródłem witamin i składników odżywczych,        KD0,female,28
WR0_anger_32.wav,angry,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        WR0,male,23
EB0_neutral_1.wav,neutral,Lubię czytać przed snem.,lubię czytać przed snem,        EB0,female,27
KS0_anger_25.wav,angry,Gorzka czekolada jest idealna na deser.,gorzka czekolada jest idealna na deser,        KS0,male,23
IC0_neutral_24.wav,neutral,"Miasto tętni życiem, nawet w nocy.",miasto tętni życiem nawet w nocy,        IC0,female,28
MK0_neutral_2.wav,neutral,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        MK0,female,23
TP0_sadness_75.wav,sad,Moja teściowa czasem przyjeżdża do nas w weekend.,moja teściowa czasem przyjeżdża do nas w weekend,        TP0,male,26
MK0_neutral_26.wav,neutral,Ten dżin potrafi spełniać życzenia.,ten dżin potrafi spełniać życzenia,        MK0,female,23
MK0_neutral_32.wav,neutral,"Pamiętaj, że nadzieja umiera ostatnia.",pamiętaj że nadzieja umiera ostatnia,        MK0,female,23
MP0_neutral_83.wav,neutral,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,ten źrebak jest wychowany zgodnie z najlepszymi standardami,        MP0,male,24
IC0_neutral_30.wav,neutral,Każdy taniec ma swój własny rytm.,każdy taniec ma swój własny rytm,        IC0,female,28
TP0_sadness_61.wav,sad,Zupa pomidorowa to moje ulubione danie.,zupa pomidorowa to moje ulubione danie,        TP0,male,26
KS0_anger_31.wav,angry,Dokarmcie koty wychodząc z domu.,dokarmcie koty wychodząc z domu,        KS0,male,23
TP0_sadness_60.wav,sad,Podczas wakacji udało mi się zobaczyć delfiny.,podczas wakacji udało mi się zobaczyć delfiny,        TP0,male,26
IC0_neutral_31.wav,neutral,Dokarmcie koty wychodząc z domu.,dokarmcie koty wychodząc z domu,        IC0,female,28
MP0_neutral_82.wav,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        MP0,male,24
MK0_neutral_33.wav,neutral,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        MK0,female,23
KS0_anger_30.wav,angry,Każdy taniec ma swój własny rytm.,każdy taniec ma swój własny rytm,        KS0,male,23
KS0_anger_24.wav,angry,"Miasto tętni życiem, nawet w nocy.",miasto tętni życiem nawet w nocy,        KS0,male,23
MK0_neutral_27.wav,neutral,W niedzielę szkoła jest zamknięta.,w niedzielę szkoła jest zamknięta,        MK0,female,23
TP0_sadness_74.wav,sad,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.",ta liczba wydaje się być błędna sprawdź jeszcze raz,        TP0,male,26
MK0_neutral_3.wav,neutral,Chodźmy w tango.,chodźmy w tango,        MK0,female,23
IC0_neutral_25.wav,neutral,Gorzka czekolada jest idealna na deser.,gorzka czekolada jest idealna na deser,        IC0,female,28
WR0_anger_33.wav,angry,Po operacji nie mam żadnych blizn.,po operacji nie mam żadnych blizn,        WR0,male,23
